lev,roa,size,mb,bign,loss,salesgrowth,fraud_year_tplus1,cash
0.2978,0.1074,4.8544,2.5915,1,0,0.3214,0,0.0226
0.1015,0.0135,4.5569,1.0139,0,0,0.2068,0,0.0341
0.2987,0.0827,4.2488,3.3158,0,0,0.372,0,0.0424
0,0.039,3.6266,1.4673,0,0,-0.1276,0,0.1803
0.1071,0.0137,4.7762,1.2471,0,0,-0.0417,0,0.0479
0.19,0.0195,6.2749,2.0162,0,0,0.6332,0,0.0425
0.2433,0.0191,6.4783,1.6786,0,0,0.1894,0,0.0521
0.33,0.0072,3.2931,0.6397,0,0,0.1654,0,0.0158
0.0075,0.017,5.5525,1.5012,0,0,0.1096,0,0.141
0.049,0.0198,6.4597,2.0894,1,0,0.3061,0,0.0634
0.0016,0.3356,4.1523,3.4143,1,0,0.051,0,0.3008
0.3164,0.3037,7.3059,4.0327,1,0,0.6414,0,0.2001
0.0304,0.3255,6.3368,7.851,1,0,0.1164,0,0.5469
0,0.1806,6.7825,3.1344,1,0,0.2189,0,0.6274
0.1894,0.0772,8,2.9047,1,0,0.1305,0,0.0397
0.2143,0.1055,7.9712,2.6775,1,0,0.1381,0,0.0217
0.2926,0.0977,7.9527,4.8645,1,0,0.0439,0,0.0323
0,0.0281,4.0756,1.4082,0,0,0.1319,0,0.2267
0.0667,0.0679,6.3713,2.2569,1,0,0.2514,0,0.1085
0,0.0591,5.4956,1.3618,1,0,0.362,0,0.0359
0.3636,0.0292,4.7205,0.9645,1,0,0.3885,0,0.0192
0.037,0.0858,3.117,0.8175,1,0,0.0733,0,0.0336
0.4186,0.0777,8.0589,5.0714,1,0,0.092,0,0.0489
0.4609,0.093,7.5533,2.5929,1,0,0.0209,0,0.0581
0.5329,0.1094,8.0981,2.2124,1,0,0.5092,0,0.049
0.6069,0.0674,8.3326,3.0253,1,0,0.0685,0,0.059
0.538,0.0586,9.4808,2.3134,1,0,0.5634,0,0.0353
0.2245,0.152,7.8963,1.5008,1,0,0.2918,0,0.0076
0.2185,0.0603,8.4159,2.4928,1,0,-0.0703,0,0.0109
0.3852,0.089,6.4052,1.6494,1,0,0.0635,0,0.0267
0.3035,0.0895,6.625,1.7893,1,0,0.3936,0,0.0246
0.2403,0.219,8.1133,3.0184,1,0,0.3029,0,0.0252
0.2455,0.1839,8.8931,5.1847,1,0,0.3313,0,0.0217
0.1462,0.2253,11.0197,4.5306,1,0,0.1485,0,0.4113
0.1201,0.2184,11.0197,5.602,1,0,0.226,0,0.4174
0.1511,0.131,11.0197,3.2946,1,0,-0.0866,0,0.5138
0.0043,0.2173,8.5013,6.3301,1,0,0.0974,0,0.2083
0.0067,0.0222,5.103,1.4921,0,0,0.4197,0,0.0325
0.0095,0.0195,5.5412,1.7639,0,0,0.0883,0,0.0305
0.1537,0.0583,3.4616,1.2115,1,0,0.1584,0,0.0159
0,0.1408,6.2113,8.5514,1,0,0.6245,0,0.3994
0.2775,0.0859,7.4311,1.8338,1,0,0.053,0,0.0638
0.0578,0.0192,5.5233,1.124,1,0,0.0398,0,0.0702
0.0228,0.1363,6.2454,2.374,1,0,0.194,0,0.2652
0.0604,0.5882,5.304,7.0944,1,0,1.1119,0,0.4229
0,0.4136,5.2164,6.7463,1,0,0.0978,0,0.3005
0,0.3346,4.9079,2.7076,1,0,1.3444,0,0.2529
0.0366,0.0196,3.6617,2.213,0,0,0.0703,0,0.0514
0.351,0.1336,3.0361,1.9268,0,0,0.317,0,0.0185
0.0299,0.142,5.4053,2.4928,1,0,0.282,0,0.0578
0.3547,0.0554,4.9959,1.0609,1,0,0.0868,0,0.009
0.1814,0.0427,5.3597,1.4793,1,1,0.0427,0,0.0236
0,0.3702,6.7413,5.6426,1,0,0.2475,0,0.3907
0.3505,0.0646,5.832,2.3508,1,0,0.4875,0,0.0155
0,0.0349,2.7886,1.2566,0,0,0.494,0,0.1053
0.3581,0.0996,3.5414,4.9124,1,0,0.4807,0,0.0539
0.3049,0.1297,4.4489,7.859,0,0,0.1435,0,0.0561
0.2311,0.0135,3.8317,2.2617,1,0,0.03,0,0.0634
0,0.0195,3.6882,2.669,0,0,0.1766,0,0.1535
0.2491,0.1948,4.4678,3.0019,0,0,0.0111,0,0.0333
0.0895,0.0169,5.6775,1.7782,1,0,0.1005,0,0.1528
0.1058,0.0934,6.0405,1.6319,1,0,0.107,0,0.1319
0.1103,0.1359,6.833,3.0801,1,0,0.1925,0,0.1938
0.1195,0.0991,6.8829,1.9321,1,0,0.0452,0,0.1516
0.0948,0.1622,6.0516,3.7978,1,0,-0.0222,0,0.0851
0.252,0.1879,6.374,4.9931,1,0,-0.0181,0,0.1395
0.1425,0.2655,7.7114,10.4945,1,0,0.266,0,0.1431
0.203,0.3332,7.8057,9.716,1,0,0.247,0,0.0657
0.171,0.2418,7.667,9.2791,1,0,-0.001,0,0.1748
0,0.0529,7.703,1.1338,0,0,0.0855,0,0.0064
0,0.0432,7.6125,1.1463,1,0,0.0017,0,0.0666
0.0015,0.0451,7.5216,1.2119,1,0,0.06,0,0.0096
0.0014,0.0358,7.641,1.4063,1,0,0.0523,0,0.0587
0.0165,0.0339,7.7952,1.5844,1,0,0.0046,0,0.0839
0.1906,0.1622,5.977,3.1551,0,0,0.1145,0,0.0181
0.1788,0.1978,6.1489,2.7278,0,0,0.0904,0,0.0012
0.0039,0.1996,2.7453,1.4657,0,0,0.1334,0,0.3969
0.0083,0.0806,2.1345,0.656,0,0,-0.1004,0,0.2782
0.0394,0.0175,4.128,1.6157,0,0,-0.0267,0,0.0268
0.0995,0.0139,4.086,1.4317,0,0,0.0806,0,0.0163
0.0742,0.0188,4.2936,1.1903,0,0,0.158,0,0.0431
0.113,0.3097,4.4912,2.6541,1,0,0.199,0,0.0004
0,0.3029,5.4813,3.8543,1,0,-0.0138,0,0.0553
0.0016,0.1213,5.2906,2.7886,0,0,0.1641,0,0.038
0.0309,0.0157,3.3964,1.4233,0,0,0.2924,0,0.0743
0,0.3419,3.6804,2.8504,0,0,0.4946,0,0.1588
0.0703,0.0106,4.8291,1.3757,0,0,0.1405,0,0.0274
0.3226,0.0673,3.7377,1.9862,0,0,0.0238,0,0.0168
0,0.0364,4.3455,0.8769,1,0,0.0237,0,0.0485
0.0081,0.1937,5.3661,16.2844,1,0,0.2714,0,0.6075
0.0669,0.0948,3.907,1.7103,1,0,0.1287,0,0.0168
0.0859,0.137,5.2979,4.1947,1,0,0.1377,0,0.0064
0.325,0.0347,6.0892,1.7981,1,0,0.0686,0,0.0005
0.33,0.0319,6.0899,1.191,1,0,0.0915,0,0.0102
0.2948,0.0428,5.7028,0.7803,1,0,-0.0217,0,0.0459
0,0.0923,7.3251,1.6379,1,0,0.1675,0,0.192
0,0.1042,7.7896,2.3349,1,0,0.1185,0,0.255
0.0169,0.3586,5.3277,6.1587,0,0,0.4117,0,0.5971
0.0029,0.1162,5.0545,1.9183,0,0,0.0221,0,0.7071
0.001,0.0417,5.1827,2.166,1,0,0.2564,0,0.6515
0.0863,0.022,6.7458,2.4922,0,0,0.2402,0,0.053
0.018,0.0162,7.2698,1.5347,0,0,0.0291,0,0.0314
0.1022,0.0177,7.1607,1.0717,0,0,-0.0345,0,0.0191
0.2237,0.0168,5.6403,2.0824,0,0,-0.001,0,0.0344
0.2246,0.0178,5.9346,2.2453,0,0,0.0657,0,0.0232
0.6439,0.0186,7.9227,4.7101,1,0,-0.0249,0,0.0111
0,0.1083,2.9263,1.1775,0,0,0.0088,0,0.0944
0.0011,0.1475,4.7898,2.0913,1,0,0.2765,0,0.4897
0.0127,0.0167,4.2891,1.508,0,0,0.4317,0,0.0662
0.0295,0.0183,4.3967,1.2768,0,0,0.0118,0,0.0429
0.0175,0.2206,4.9545,2.64,0,0,0.0739,0,0.1327
0.0055,0.2853,4.8661,1.5675,0,0,0.0359,0,0.1577
0.0049,0.0716,4.2707,0.8513,0,0,-0.2239,0,0.307
0,0.4914,5.2961,1.7812,0,0,0.7673,0,0.3619
0,0.294,5.9724,2.8072,0,0,0.2302,0,0.3676
0.0378,0.3092,6.2519,4.7059,1,0,0.402,0,0.0965
0.0011,0.2256,7.0219,3.2155,1,0,0.1837,0,0.3071
0.4077,0.1886,3.7673,1.4161,1,0,1.6444,0,0.0265
0.499,0.0999,5.5194,2.7317,1,0,1.578,0,0.1286
0.535,0.0794,7.4905,2.373,1,0,0.4437,0,0.0183
0.1183,0.0156,3.1342,0.9511,0,0,0.0246,0,0.0108
0.0387,0.1543,7.4912,2.9976,1,0,0.2589,0,0.3702
0.3326,0.0686,5.4326,1.2406,1,0,0.3361,0,0.0591
0.3588,0.1533,10.0268,3.1737,1,0,0.5896,0,0.0117
0.2239,0.0106,4.6197,1.4811,0,0,0.179,0,0.0208
0.2527,0.0085,4.7306,1.1763,0,0,-0.0684,0,0.0115
0.2783,0.0093,5.0393,1.5784,0,0,-0.0193,0,0.0127
0.2985,0.0074,5.0015,1.1715,0,0,0.2323,0,0.0152
0.2861,0.0045,4.8208,0.9339,0,0,0.0249,0,0.0102
0.3156,0.0071,5.0697,0.9649,0,0,-0.029,0,0.0083
0,0.0635,4.5134,1.7046,1,0,0.2239,0,0.4698
0.3468,0.5325,7.7336,6.2021,1,0,0.5791,0,0.5243
0,0.1448,9.4805,5.2763,1,0,0.2092,0,0.272
0.0476,0.0252,3.4319,0.6871,0,0,0.3682,0,0.064
0.2335,0.1045,5.1621,3.0436,1,0,0.198,0,0.0002
0.0017,0.2948,3.8964,9.2686,1,0,0.3636,0,0.5233
0,0.0762,2.8302,0.9168,1,0,-0.0755,0,0.3285
0,0.1647,6.1497,2.5797,0,0,0.0479,0,0.3799
0,0.1805,5.8411,1.8377,0,0,0.0306,0,0.3281
0,0.1444,6.2986,2.9314,0,0,0.0608,0,0.303
0,0.1172,6.1471,2.4681,0,0,0.0633,0,0.2246
0.0279,0.3162,3.9572,2.122,0,0,0.4559,0,0.2308
0.1553,0.0166,2.554,0.296,1,0,-0.112,0,0.2307
0.0025,0.027,5.611,0.8215,0,0,-0.0441,0,0.0448
0.0006,0.0215,5.5978,0.8297,0,0,-0.1759,0,0.0154
0.0068,0.0407,6.2078,1.3513,0,0,0.1507,0,0.0488
0.0756,0.1507,5.3052,2.803,1,0,0.2263,0,0.0264
0.2816,0.2282,6.218,4.5061,1,0,0.321,0,0.0146
0.1558,0.1839,6.8205,3.3427,1,0,0.2692,0,0.0122
0.2116,0.1691,7.0275,2.8595,1,0,0.215,0,0.0125
0.1763,0.1068,7.1331,2.8685,1,0,0.186,0,0.02
0,0.2051,6.2896,2.5958,1,0,0.0374,0,0.3445
0.008,0.2909,6.5322,3.4655,1,0,0.1865,0,0.496
0.3715,0.0374,4.9231,1.1899,1,0,0.6892,0,0.071
0.0734,0.086,2.8828,0.9466,0,0,0.4239,0,0.4178
0.1299,0.1303,3.0633,0.9538,0,0,0.1282,0,0.2779
0.003,0.0235,4.9795,2.8934,0,0,0.1272,0,0.049
0.0216,0.0231,5.4035,3.0994,0,0,0.1205,0,0.032
0.3424,0.0732,2.1345,2.4132,0,0,0.481,0,0.0023
0.1729,0.0903,7.9589,2.9794,1,0,0.5183,0,0.0023
0.1897,0.1872,4.367,0.7121,1,0,0.3104,0,0.0071
0.1257,0.1165,4.5724,0.7926,1,0,0.4037,0,0.0022
0.0776,0.0737,4.8752,1.2445,1,1,-0.1648,0,0.0014
0.1424,0.0806,7.1237,3.5637,1,0,0.1592,0,0.0833
0.0405,0.1375,7.4531,3.6537,1,0,0.2365,0,0.1099
0.0758,0.2941,4.247,9.0657,1,0,0.3219,0,0.4521
0.2255,0.1102,4.1473,1.9196,1,0,0.1615,0,0.0198
0.2717,0.1216,4.3501,1.9261,1,0,0.3061,0,0.0219
0.3687,0.124,5.6338,1.9495,1,0,0.2484,0,0.0082
0.2107,0.0817,5.1092,1.1861,1,0,-0.0924,0,0.0519
0,0.2499,4.8695,5.7651,0,0,1.2638,0,0.512
0.5543,0.0576,2.6277,2.5981,0,0,0.1166,0,0.0999
0.5173,0.1225,3.913,1.259,0,0,0.0715,0,0.1639
0.4864,0.0552,3.7775,1.0399,0,0,-0.005,0,0.0821
0.6881,0.0301,2.7344,0.6584,0,0,0.183,0,0.0502
0.4962,0.0765,4.0683,1.0835,0,0,1.6444,0,0.1351
0,0.5091,3.3569,2.2861,0,0,0.9984,0,0.4465
0,0.5922,3.8898,2.1683,0,0,0.443,0,0.5633
0,0.5344,4.0491,2.237,0,0,0.4446,0,0.5752
0.2626,0.1152,3.8174,3.1246,1,0,0.2976,0,0.1073
0.3688,0.1231,4.1628,2.345,1,0,0.9534,0,0.0897
0.5147,0.0283,5.5935,1.289,1,0,-0.1527,0,0.0024
0.4281,0.0962,6.667,2.2089,1,0,0.1129,0,0.0029
0.239,0.1023,7.1785,2.2492,1,0,0.1593,0,0.0002
0,0.0504,7.5243,1.6289,1,0,0.1517,0,0.0972
0,0.0669,7.8707,1.6269,1,0,0.1491,0,0.0762
0.0482,0.0418,8.4791,1.4372,1,0,0.0851,0,0.0638
0.0027,0.1581,4.1229,0.9449,1,0,0.0893,0,0.0745
0.0009,0.1241,4.3812,1.1333,1,0,0.0285,0,0.0858
0.0007,0.1675,5.394,1.8813,1,0,0.0847,0,0.4168
0.0001,0.2022,5.9466,2.5484,1,0,-0.0042,0,0.3651
0,0.1223,5.0744,2.1145,1,0,-0.0214,0,0.1412
0.2816,0.0709,5.0764,0.8852,1,0,1.4972,0,0.0029
0.2862,0.1228,7.3322,4.0509,1,0,0.0316,0,0.0085
0.262,0.0083,6.6435,1.3167,1,0,0.3049,0,0.3592
0.0924,0.0754,3.6168,1.2571,0,0,0.4189,0,0.2721
0,0.1536,4.55,1.0721,0,0,0.232,0,0.5482
0,0.2385,4.1783,2.2066,1,0,0.5195,0,0.3878
0.1906,0.1413,6.0541,3.0858,1,0,0.6114,0,0.0954
0.0632,0.2353,5.4272,2.988,0,0,0.2165,0,0.3021
0.029,0.2755,5.5974,2.9114,0,0,0.052,0,0.1095
0.0218,0.257,5.5902,2.4292,0,0,0.0131,0,0.1483
0.0404,0.1366,5.43,2.0329,0,0,0.1414,0,0.03
0.1221,0.1517,3.4538,1.2551,1,0,0.1933,0,0.3023
0.112,0.1324,3.2284,0.8845,1,0,-0.057,0,0.3409
0.0881,0.093,3.3521,0.9098,1,0,0.4751,0,0.432
0.1265,0.0532,3.4057,0.8287,0,0,-0.0736,0,0.0945
0.1002,0.0284,3.2577,0.6758,0,0,-0.107,0,0.0856
0.1028,0.0038,2.9206,0.5353,0,0,-0.0232,0,0.1066
0.1421,0.1484,4.3831,1.748,1,0,0.2752,0,0.0035
0.1539,0.1567,6.041,2.0856,1,0,0.1287,0,0.1295
0.194,0.0673,6.693,3.654,1,0,-0.0128,0,0.074
0.3422,0.0853,6.6834,6.7301,1,0,0.0139,0,0.0236
0.1322,0.058,5.3364,1.0137,1,0,-0.1369,0,0.0154
0.0203,0.0922,6.0035,1.3217,1,0,0.0656,0,0.0611
0,0.1141,7.0824,3.1634,1,0,0.0693,0,0.0753
0.0115,0.6394,5.2412,6.4497,0,0,1.6444,0,0.5152
0.0206,0.3064,7.3426,4.4069,1,0,0.1221,0,0.0187
0.0212,0.1058,3.595,1.7201,1,0,-0.0018,0,0.4273
0.0127,0.1659,4.3173,3.1161,1,0,0.6967,0,0.2708
0.0814,0.0111,4.3791,1.5823,0,0,0.1397,0,0.0392
0.0527,0.012,4.0039,1.0167,0,0,0.064,0,0.0248
0,0.0181,3.0841,1.1664,0,0,0.3312,0,0.1127
0.0096,0.0143,4.8256,2.1187,0,0,0.1578,0,0.0051
0.4455,0.0375,7.9384,2.0266,1,0,-0.0684,0,0.1145
0.0047,0.0154,4.6567,1.2331,0,0,0.1196,0,0.0593
0.0168,0.025,5.9096,2.3527,0,0,0.1069,0,0.0459
0.0045,0.0303,6.283,2.4925,0,0,0.2495,0,0.0384
0.0122,0.0278,6.3546,2.3377,0,0,-0.0179,0,0.0353
0.0148,0.0273,7.4977,2.3317,1,0,0.2812,0,0.0171
0.0031,0.1368,4.8496,2.0788,1,0,0.2079,0,0.6593
0,0.3379,5.978,4.0467,1,0,0.648,0,0.3671
0.0336,0.0174,5.1015,0.7617,0,0,-0.193,0,0.0044
0.051,0.0214,3.9873,1.9723,0,0,0.0998,0,0.106
0.0245,0.0229,5.8837,3.0393,0,0,0.2908,0,0.0727
0.0322,0.0259,6.6268,3.2188,0,0,0.1036,0,0.0422
0.1444,0.0214,7.3615,2.5499,1,0,0.3309,0,0.0206
0.2123,0.0038,3.7625,1.1685,1,0,0.0355,0,0.0015
0.2248,0.0752,4.2189,0.8425,1,0,0.0342,0,0.0488
0.2047,0.0947,4.2798,0.8021,1,0,0.091,0,0.026
0.0052,0.2346,6.9157,3.186,1,0,0.2887,0,0.0099
0.1065,0.0295,8.1029,4.2959,0,0,0.1885,0,0.019
0.2009,0.0604,8.6081,4.3288,0,0,0.3843,0,0.0654
0.1707,0.0692,10.3656,2.8569,0,0,0.1202,0,0.0935
0.0386,0.0172,4.4358,1.7523,0,0,0.214,0,0.1013
0.1415,0.2171,5.7572,2.8854,1,0,0.2212,0,0.0523
0.2952,0.2192,5.7058,2.2772,1,0,0.1981,0,0.0112
0.4136,0.109,5.0268,2.4621,1,0,0.2801,0,0.0215
0.6468,0.0279,7.1961,0.7975,1,0,0.5209,0,0.016
0.3967,0.0445,2.1345,0.1751,1,0,0.6132,0,0.0781
0.495,0.0038,2.1345,0.1751,1,1,0.128,0,0.0743
0,0.1827,6.4388,0.8397,1,0,0.0785,0,0.3623
0.0098,0.0234,4.2147,1.5149,0,0,0.0519,0,0.0141
0.0738,0.0227,3.9724,0.9269,0,0,0.2847,0,0.0479
0.1167,0.0185,4.1362,1.0282,0,0,-0.048,0,0.0778
0.0918,0.0134,4.3274,1.1655,0,0,-0.1216,0,0.0285
0.328,0.0499,4.0748,0.7828,1,0,0.0094,0,0.1329
0.1994,0.1215,4.9114,1.2816,1,0,0.0304,0,0.142
0.1284,0.139,5.1256,1.2146,1,0,0.1146,0,0.0139
0.0796,0.2441,6.577,3.2922,1,0,0.586,0,0.2245
0.0163,0.206,4.8363,1.1434,1,0,0.2812,0,0.257
0.0279,0.0038,6.4507,1.2041,1,1,-0.3233,0,0.1873
0,0.1615,5.5948,2.6331,1,0,0.3444,0,0.4968
0.2227,0.0223,5.6054,1.5066,1,1,-0.0389,0,0.0683
0,0.2588,8.282,5.7718,1,0,0.199,0,0.0058
0.375,0.1325,7.9135,2.7555,1,0,0.089,0,0.0021
0,0.2682,6.4244,4.2034,1,0,0.4067,0,0.3468
0.4131,0.0584,5.7778,1.09,1,0,0.2838,0,0.0002
0.0123,0.0192,4.8341,1.0227,1,0,-0.0214,0,0.2727
0,0.0944,7.4602,2.8936,1,0,0.2047,0,0.2751
0.086,0.2392,8.2672,4.1916,1,0,0.2679,0,0.1789
0.2216,0.1172,3.8924,2.33,1,0,0.2452,0,0.0011
0.2091,0.132,4.0731,1.3797,1,0,0.2784,0,0.0372
0.4959,0.0048,2.8058,1.082,0,0,0.3565,1,0.0102
0.5651,0.0886,2.8397,1.0249,0,0,0.2245,0,0.0079
0.5308,0.1154,3.4457,1.5292,0,0,0.6301,0,0.0044
0.4864,0.0329,6.0108,1.1645,1,0,0.7399,0,0.0032
0,0.2311,5.8795,5.1936,1,0,0.5387,0,0.35
0.0953,0.1043,7.9031,1.5208,1,0,0.0408,0,0.0027
0.0965,0.0802,7.6166,0.9721,1,0,-0.0925,0,0.0013
0.2013,0.1047,9.5657,2.5794,1,0,0.0737,0,0.0257
0.0437,0.2472,5.4632,4.1675,1,0,0.82,0,0.3173
0.4151,0.0997,7.0391,2.7784,1,0,0.0293,0,0.0125
0.6881,0.0411,5.4018,0.1751,0,0,0.4363,0,0.0003
0.6881,0.0057,4.883,0.1751,0,0,0.0637,0,0.0004
0.1592,0.0138,6.1672,2.4497,1,1,-0.0776,0,0.0646
0.1474,0.0968,6.0467,1.9053,1,0,-0.0127,0,0.158
0.1369,0.0496,6.7492,3.9596,1,0,0.0573,0,0.2157
0.0117,0.1324,7.1226,2.5845,1,0,0.0712,0,0.4002
0,0.1426,5.9724,3.3465,1,0,0.298,0,0.1925
0.2988,0.2647,8.1094,2.6797,0,0,0.8696,0,0.0168
0.2539,0.1581,8.423,1.9755,0,0,0.0595,0,0.0735
0.2101,0.154,2.1345,1.3686,0,0,0.2219,0,0.0268
0.0004,0.132,4.2683,2.0746,1,0,0.3331,0,0.7071
0.0001,0.2144,4.6809,2.553,1,0,0.2351,0,0.7071
0.29,0.0783,5.6931,2.2203,1,0,0.0942,0,0.1352
0.2377,0.1136,7.6069,6.7262,1,0,0.0456,0,0.0082
0.2674,0.119,6.7788,1.9798,1,0,0.0316,0,0.0029
0.6881,0.6394,4.3461,0.1751,1,0,0.1443,0,0.2741
0.4745,0.6394,4.7451,0.1751,1,0,0.0846,0,0.2902
0,0.6394,5.1585,6.4032,1,0,0.0956,0,0.2448
0.0043,0.1254,5.2108,2.1288,1,0,0.222,0,0.0086
0.0259,0.1456,5.5876,1.9012,1,0,0.6251,0,0.0035
0.0866,0.0198,3.382,0.7144,1,0,0.0603,0,0.0261
0.0001,0.2346,3.7822,2.6313,1,0,0.2723,0,0.0219
0.0172,0.0105,2.6466,0.6782,1,0,0.033,0,0.0237
0,0.0041,2.3793,0.4552,0,0,0.0068,0,0.0267
0.6648,0.0474,4.2412,1.903,1,0,1.6444,0,0.0528
0.2513,0.1528,5.5291,3.3103,1,0,0.2683,0,0.0407
0,0.2531,7.6268,6.475,1,0,0.3363,0,0.1386
0,0.1577,7.384,3.2515,1,0,0.2176,0,0.1144
0.6881,0.0456,2.1345,0.8609,0,0,-0.0121,0,0.1533
0.0826,0.1903,3.8806,1.1492,1,0,-0.1585,0,0.3997
0.0008,0.3074,4.4366,1.7486,1,0,0.146,0,0.5995
0.0883,0.1711,6.0792,2.0088,1,0,0.0275,0,0.0855
0.0576,0.0662,5.6459,1.2278,1,0,0.0097,0,0.048
0.0036,0.0398,5.4655,1.0368,1,0,0.0671,0,0.2364
0.2386,0.0712,4.3731,1.1163,1,0,0.1706,0,0.0252
0.1498,0.1676,3.309,0.8601,1,0,0.3063,0,0.0337
0.1152,0.2439,7.2405,3.2085,1,0,0.2285,0,0.0672
0.0531,0.2901,7.5838,3.6073,1,0,0.18,0,0.1185
0.0018,0.3134,7.6047,2.8972,1,0,0.2113,0,0.1087
0.0423,0.1452,5.0991,2.6226,1,0,0.1126,0,0.2736
0.0018,0.6394,7.1465,9.1307,1,0,0.1376,0,0.6125
0.0001,0.1602,5.4219,3.2158,1,0,0.8931,0,0.391
0,0.1886,6.2059,5.9271,1,0,0.6142,0,0.4022
0,0.1843,7.0089,3.2449,1,0,0.0689,0,0.3533
0.0115,0.2665,7.8125,6.0298,1,0,0.1583,0,0.1728
0.0067,0.2424,7.667,4.8763,1,0,0.11,0,0.103
0.5668,0.0638,4.6131,1.8848,0,0,0.8565,0,0.0249
0.2958,0.0392,6.5136,1.2626,1,0,-0.0394,0,0.0666
0.2831,0.0959,7.0744,1.6841,1,0,0.0399,0,0.1074
0.4469,0.0433,6.4489,1.0762,1,0,-0.0444,0,0.2291
0.5812,0.039,9.6459,5.8621,1,0,0.3565,0,0.0399
0.4841,0.0517,9.5707,4.5318,1,1,0.175,0,0.1128
0.3186,0.105,2.1345,0.8229,1,0,0.7732,0,0.0133
0.1348,0.1743,4.0527,1.7746,1,0,0.3477,0,0.0611
0.1591,0.0461,5.9763,1.6146,1,0,0.1576,0,0.0251
0,0.1553,5.3695,2.8927,0,0,-0.0468,0,0.085
0.0007,0.018,6.0359,1.225,0,0,0.0488,0,0.0641
0.0128,0.02,6.5542,1.812,0,0,0.0455,0,0.0592
0,0.0249,7.4536,3.091,1,0,0.247,0,0.0692
0,0.0694,5.7883,1.7508,1,0,0.0369,0,0.0362
0.0087,0.2532,4.8933,1.0483,1,0,0.7937,0,0.3176
0.0019,0.1418,5.3507,3.5839,1,0,0.4498,0,0.015
0.1099,0.0189,3.2391,1.6059,0,0,0.8128,0,0.0324
0.4257,0.0911,5.8742,16.2844,1,0,-0.0285,0,0.0049
0.019,0.016,3.76,1.2664,0,0,0.2014,0,0.1309
0.0271,0.0487,8.0764,1.7183,1,0,0.2949,0,0.0489
0.33,0.0425,8.725,2.3708,1,0,0.1911,0,0.0677
0.3721,0.0862,6.7611,2.939,1,0,-0.0306,0,0.03
0.0939,0.0168,4.5968,1.1033,0,0,0.2143,0,0.0276
0.2056,0.0173,5.8806,2.0857,0,0,0.3538,0,0.0822
0.4572,0.6228,7.1021,14.33,1,0,0.9437,0,0.0241
0.4345,0.2145,7.8909,16.2844,1,0,0.8552,0,0.036
0,0.2866,4.1933,1.1501,1,0,0.1753,0,0.3089
0.1538,0.1356,5.0467,1.0562,1,0,0.3056,0,0.0598
0,0.1419,4.4358,2.1472,1,0,0.1408,0,0.0352
0,0.1688,3.6256,2.051,1,0,-0.2378,0,0.6178
0,0.3029,4.7951,5.0823,1,0,0.2576,0,0.583
0.2012,0.0801,2.8061,1.661,1,0,0.2107,0,0.0233
0.0018,0.6394,5.9848,6.7839,1,0,0.6342,0,0.2557
0,0.6394,8.0174,13.4758,1,0,0.7363,0,0.4436
0,0.6394,8.3254,9.7768,1,0,0.4931,0,0.1388
0,0.4406,8.1272,5.7873,1,0,0.1059,0,0.4335
0.6881,0.0414,5.5031,5.1371,1,0,0.071,0,0.0123
0.1178,0.1253,5.0383,2.9937,1,0,0.2973,0,0.0346
0,0.2445,6.4751,3.9953,1,0,-0.0497,0,0.3776
0.3401,0.1128,4.8749,1.7136,1,0,0.093,0,0.0334
0.3877,0.05,4.0825,0.7337,1,0,0.2538,0,0.0276
0.2617,0.1324,5.7827,2.259,1,0,0.0831,0,0.0058
0,0.0917,6.412,3.2894,1,0,-0.0345,0,0.5829
0.0008,0.068,6.8852,1.7603,1,0,-0.0414,0,0.2806
0.1385,0.1142,6.0652,3.0745,1,0,0.2319,0,0.049
0.0991,0.6394,8.4669,6.3858,1,0,1.6444,0,0.5291
0.063,0.1081,4.3166,1.4828,0,0,0.2108,0,0.0005
0.0689,0.0962,4.8669,2.2232,0,0,0.3076,0,0.0003
0.1273,0.0731,4.3722,1.197,0,0,0.1734,0,0.0003
0.0144,0.0071,2.9219,0.7458,0,0,-0.1669,0,0.0238
0.0269,0.1709,7.441,2.3937,0,0,0.1882,0,0.0031
0.0189,0.1974,8.0648,2.8363,1,0,0.221,0,0.0516
0.1013,0.1207,8.6312,1.4758,1,0,0.0764,0,0.0359
0,0.2076,6.0549,6.4396,1,0,0.6408,0,0.6927
0,0.2463,6.7168,9.0829,1,0,1.0032,0,0.6633
0,0.2989,7.1404,9.9256,1,0,1.3106,0,0.607
0,0.2906,7.8401,11.5463,1,0,1.4497,0,0.6056
0.0194,0.2872,8.2644,8.4556,1,0,-0.0205,0,0.7071
0.2113,0.3188,6.4964,12.8943,1,0,0.4617,0,0.1981
0.0578,0.2234,5.5206,4.5691,1,0,0.2114,0,0.4004
0,0.0153,3.9016,1.6518,1,0,0.0595,0,0.1699
0.0147,0.0217,6.1563,2.1287,0,0,0.4276,0,0.0587
0.0309,0.0189,6.6716,1.9389,0,0,0.0554,0,0.0407
0.0038,0.5191,6.5209,11.2017,1,0,0.4896,0,0.5411
0.0012,0.2836,7.1259,3.35,1,0,0.2084,0,0.3741
0,0.0123,3.0743,0.8036,0,0,-0.2754,0,0.009
0.0242,0.2268,3.6385,16.2844,0,0,0.3117,0,0.0156
0.114,0.1932,3.7606,2.767,0,0,0.0451,0,0.0024
0.1193,0.2929,4.4216,3.7565,0,0,0.2494,0,0.0012
0.2534,0.0984,4.5877,0.7527,1,0,0.0948,0,0.007
